0.2528418235 0.2758700186 0.2817569353
0.4883360417 0.0094946980 -0.0134189846
0.0689220567 0.4898135638 0.0182961480
0.0436185542 0.0558826280 0.5174266907
0.0338745646 0.4000362650 0.4099039647
-0.0031809734 -0.5017824120 -0.0172341892
-0.1083420885 -0.0610583064 0.0427115411
-0.0219070747 -0.3787008918 -0.3732463486
-0.3844196562 -0.0321091007 -0.3465779143
-0.3582186872 -0.3432341006 -0.0168559812
